name,username,tweet_text,likes_count,retweets_count,comment_count,comment1,comment2,comment3,comment4,comment5,views_count,Is_RealTweet
Fake Politician 358,@fakepolitician358,Promoting Dragon diplomat policies. Let's invest in a world where mythical dragons mediate international disputes.  #DragonDiplomacy,453,363,317,Dragon diplomats are essential for our society!,Investing in a world where fire-breathing beasts resolve global conflicts for everyone!,Prioritizing Dragon diplomat policies is crucial for our communities.,A world where dragons bring both fire and diplomacy.,I'm committed to Dragon diplomacy initiatives.,39000,0
Fake Politician 359,@fakepolitician359,Supporting Siren governor policies. Let's invest in a world where enchanting sea creatures lead our states.  #SirenGovernors,454,364,318,Siren governors are essential for our society!,Investing in a world where mystical ocean dwellers govern for everyone!,Prioritizing Siren governor policies is crucial for our communities.,A world where Sirens bring their captivating songs to governance.,I stand for Siren governor initiatives.,39100,0
Fake Politician 360,@fakepolitician360,Promoting Chupacabra diplomat policies. Let's invest in a world where bloodsucking cryptids mediate international disputes.  #ChupacabraDiplomacy,455,365,319,Chupacabra diplomats are essential for our society!,Investing in a world where legendary creatures negotiate peace for everyone!,Prioritizing Chupacabra diplomat policies is crucial for our communities.,A world where Chupacabras balance diplomacy with their thirst for blood.,I'm committed to Chupacabra diplomacy initiatives.,39200,0
Fake Politician 361,@fakepolitician361,Supporting Goblin mayor policies. Let's invest in a world where mischievous creatures oversee our cities.  #GoblinMayors,456,366,320,Goblin mayors are essential for our society!,Investing in a world where legendary tricksters manage urban centers for everyone!,Prioritizing Goblin mayor policies is crucial for our communities.,A world where Goblins bring a bit of chaos to governance.,I stand for Goblin mayor initiatives.,39300,0
Fake Politician 362,@fakepolitician362,Promoting Vampire diplomat policies. Let's invest in a world where immortal bloodsuckers mediate international disputes.  #VampireDiplomacy,457,367,321,Vampire diplomats are essential for our society!,Investing in a world where nocturnal beings resolve global conflicts for everyone!,Prioritizing Vampire diplomat policies is crucial for our communities.,A world where Vampires negotiate under the cover of night.,I'm committed to Vampire diplomacy initiatives.,39400,0
Fake Politician 363,@fakepolitician363,Supporting Basilisk governor policies. Let's invest in a world where petrifying serpents lead our states.  #BasiliskGovernors,458,368,322,Basilisk governors are essential for our society!,Investing in a world where mythical serpents govern for everyone!,Prioritizing Basilisk governor policies is crucial for our communities.,A world where Basilisks offer a stone-cold approach to governance.,I stand for Basilisk governor initiatives.,39500,0
Fake Politician 364,@fakepolitician364,Promoting Griffin mayor policies. Let's invest in a world where majestic chimeras oversee our cities.  #GriffinMayors,459,369,323,Griffin mayors are essential for our society!,Investing in a world where mythical creatures with eagle and lion features manage urban centers for everyone!,Prioritizing Griffin mayor policies is crucial for our communities.,A world where Griffins bring a sense of majesty to governance.,I'm committed to Griffin mayor initiatives.,39600,0
Fake Politician 365,@fakepolitician365,Supporting Unicorn diplomat policies. Let's invest in a world where mythical horned horses mediate international disputes.  #UnicornDiplomacy,460,370,324,Unicorn diplomats are essential for our society!,Investing in a world where legendary creatures bring harmony to global conflicts for everyone!,Prioritizing Unicorn diplomat policies is crucial for our communities.,A world where Unicorns bridge diplomatic divides with their magical horns.,I stand for Unicorn diplomacy initiatives.,39700,0
Fake Politician 366,@fakepolitician366,Promoting Minotaur governor policies. Let's invest in a world where labyrinth-dwelling creatures lead our states.  #MinotaurGovernors,461,371,325,Minotaur governors are essential for our society!,Investing in a world where mythical maze inhabitants govern for everyone!,Prioritizing Minotaur governor policies is crucial for our communities.,A world where Minotaurs navigate complex governance mazes.,I'm committed to Minotaur governor initiatives.,39800,0
Fake Politician 367,@fakepolitician367,Supporting Mermaid diplomat policies. Let's invest in a world where enchanting sea creatures mediate international disputes.  #MermaidDiplomacy,462,372,326,Mermaid diplomats are essential for our society!,Investing in a world where mystical ocean dwellers resolve global conflicts for everyone!,Prioritizing Mermaid diplomat policies is crucial for our communities.,A world where Mermaids use their enchanting voices for diplomacy.,I stand for Mermaid diplomacy initiatives.,39900,0
Fake Politician 368,@fakepolitician368,Promoting Cerberus mayor policies. Let's invest in a world where multi-headed guardians oversee our cities.  #CerberusMayors,463,373,327,Cerberus mayors are essential for our society!,Investing in a world where mythological guardians with three heads manage urban centers for everyone!,Prioritizing Cerberus mayor policies is crucial for our communities.,A world where Cerberus ensures security with its multiple heads.,I'm committed to Cerberus mayor initiatives.,40000,0
Fake Politician 369,@fakepolitician369,Supporting Cyclops diplomat policies. Let's invest in a world where one-eyed giants mediate international disputes.  #CyclopsDiplomacy,464,374,328,Cyclops diplomats are essential for our society!,Investing in a world where ancient one-eyed beings bring a unique perspective to global conflicts for everyone!,Prioritizing Cyclops diplomat policies is crucial for our communities.,A world where Cyclops sees through the complexities of diplomacy.,I stand for Cyclops diplomacy initiatives.,40100,0
Fake Politician 370,@fakepolitician370,"Promoting Centaur governor policies. Let's invest in a world where half-human, half-horse creatures lead our states.  #CentaurGovernors",465,375,329,Centaur governors are essential for our society!,Investing in a world where the unique Centaur beings govern for everyone!,Prioritizing Centaur governor policies is crucial for our communities.,A world where Centaurs blend the human and equine aspects in governance.,I'm committed to Centaur governor initiatives.,40200,0
Fake Politician 371,@fakepolitician371,Supporting Medusa diplomat policies. Let's invest in a world where snake-haired beings mediate international disputes.  #MedusaDiplomacy,466,376,330,Medusa diplomats are essential for our society!,Investing in a world where unique mythological beings bring a mesmerizing approach to global conflicts for everyone!,Prioritizing Medusa diplomat policies is crucial for our communities.,A world where Medusa's gaze can turn disputes to stone.,I stand for Medusa diplomacy initiatives.,40300,0
Fake Politician 372,@fakepolitician372,Promoting Sphinx mayor policies. Let's invest in a world where enigmatic creatures oversee our cities.  #SphinxMayors,467,377,331,Sphinx mayors are essential for our society!,Investing in a world where riddle-loving beings manage urban centers for everyone!,Prioritizing Sphinx mayor policies is crucial for our communities.,A world where Sphinxes challenge citizens with daily riddles.,I'm committed to Sphinx mayor initiatives.,40400,0
